classification,origin,Distance (m),Easting,Northing,Elevation,intensity,returnNumber,returns,pointSourceID
Ground,Point Cloud,3744.328102553729,-12333898.747517355,4636891.508616637,1406.0793550798237,0.07275501640344854,1,1,216
Ground,Point Cloud,3741.5167868980207,-12333898.768448494,4636887.911680971,1405.8088603656443,0.07226672770275426,1,1,216
Ground,Point Cloud,3741.8376418231055,-12333898.855393222,4636888.322253307,1405.8491125552544,0.07690547035934997,1,1,216
Ground,Point Cloud,3742.1484278617427,-12333898.945558127,4636888.719944943,1405.8587730807608,0.06176852063782712,1,1,216
Ground,Point Cloud,3742.478091711644,-12333899.032502856,4636889.14178789,1405.9086857958773,0.06982528419928283,1,1,216
Ground,Point Cloud,3742.7888785214163,-12333899.121057674,4636889.53947952,1405.9392774599808,0.07226672770275426,1,1,216
Ground,Point Cloud,3743.4091937234625,-12333899.298167307,4636890.333252699,1406.0391028902138,0.07104600595101854,1,1,216
Ground,Point Cloud,3741.9783825753257,-12333899.277236171,4636888.502583116,1405.879704219358,0.06958113984893569,1,1,216
Ground,Point Cloud,3741.6575345918536,-12333899.175800651,4636888.092010783,1405.839452029748,0.07519645990691996,1,1,216
Ground,Point Cloud,3741.3480000300333,-12333899.100126535,4636887.69592924,1405.7991998401378,0.06616311894407569,1,1,216
Ground,Point Cloud,3741.0170847028494,-12333898.998691017,4636887.272476201,1405.758947650528,0.06201266498817426,1,1,216
Ground,Point Cloud,3740.6672931066714,-12333898.897255499,4636886.824871855,1405.7186954609178,0.06543068589303426,1,1,216
Ground,Point Cloud,3740.3363708397374,-12333898.81031077,4636886.401418821,1405.659122220295,0.0776379034103914,1,1,216
Ground,Point Cloud,3738.3543788124807,-12333898.776498932,4636883.8655308755,1405.0488990258068,0.08764782177462424,1,1,216
Ground,Point Cloud,3738.665165622253,-12333898.865053749,4636884.263222508,1405.1294034050268,0.07470817120622568,1,1,216
Ground,Point Cloud,3738.975952432025,-12333898.953608565,4636884.660914141,1405.298462601389,0.07104600595101854,1,1,216
Ground,Point Cloud,3739.286739242263,-12333899.042163383,4636885.058605774,1405.419219170219,0.07275501640344854,1,1,216
Ground,Point Cloud,3739.5862064608373,-12333899.117837498,4636885.441806621,1405.5898884541657,0.07226672770275426,1,1,216
Ground,Point Cloud,3739.8969932706095,-12333899.206392316,4636885.8394982545,1405.6897138843985,0.07006942854962997,1,1,216
Ground,Point Cloud,3740.2279093689285,-12333899.306217745,4636886.2629512865,1405.7299660740086,0.0788586251621271,1,1,216
Unclassified,Point Cloud,3739.1569880084135,-12333899.322318621,4636884.892766752,1405.5399757390492,0.06811627374685282,1,1,216
Ground,Point Cloud,3738.8763970583677,-12333899.246644504,4636884.5337172225,1405.298462601389,0.07714961470969711,1,1,216
Ground,Point Cloud,3738.565610249061,-12333899.158089688,4636884.136025588,1405.1487244560396,0.07812619211108568,1,1,216
Ground,Point Cloud,3738.2661430300213,-12333899.082415573,4636883.752824741,1405.0585595513132,0.07324330510414283,1,1,216
Ground,Point Cloud,3737.9452881063335,-12333898.995470842,4636883.342252411,1404.9989863106903,0.08032349126420997,1,1,216
Ground,Point Cloud,3737.604305434972,-12333898.894035324,4636882.905918676,1405.0199174492875,0.08032349126420997,1,1,216
Ground,Point Cloud,3737.2645811829716,-12333898.792599805,4636882.471195024,1404.989325785184,0.0810559243152514,1,1,216
Ground,Point Cloud,3734.9931460944936,-12333898.773278754,4636879.564986937,1405.0794906899105,0.06689555199511711,1,1,216
Ground,Point Cloud,3735.6939877034165,-12333898.97614979,4636880.461805721,1404.9989863106903,0.07055771725032425,1,1,216
Ground,Point Cloud,3736.0135842100717,-12333899.063094521,4636880.870767968,1404.9587341210802,0.07837033646143282,1,1,216
Ground,Point Cloud,3736.324371019844,-12333899.151649337,4636881.268459599,1404.9394130700675,0.08154421301594568,1,1,216
Unclassified,Point Cloud,3736.6653598612174,-12333899.240204155,4636881.704793338,1404.9796652596774,0.08154421301594568,1,1,216
Ground,Point Cloud,3735.3742153639905,-12333899.256305031,4636880.052843475,1404.9587341210802,0.06494239719233998,1,1,216
Ground,Point Cloud,3735.0533604393713,-12333899.1693603,4636879.64227114,1404.9683946465868,0.06323338673990997,1,1,216
Ground,Point Cloud,3734.693501500413,-12333899.067924783,4636879.181786092,1405.0199174492875,0.06713969634546425,1,1,216
Ground,Point Cloud,3734.3726473473944,-12333898.979369966,4636878.771213756,1405.0199174492875,0.059571221484702834,1,1,216
Ground,Point Cloud,3734.0517931939103,-12333898.89081515,4636878.360641422,1405.008646836197,0.06298924238956283,1,1,216
Ground,Point Cloud,3733.742264802102,-12333898.802260332,4636877.964559878,1404.9989863106903,0.07446402685587854,1,1,216
Ground,Point Cloud,3730.9699963475578,-12333898.747517355,4636874.417536929,1404.668918355888,0.06860456244754712,1,1,216
Ground,Point Cloud,3731.3009124458767,-12333898.847342784,4636874.840989964,1404.6785788813945,0.0776379034103914,1,1,216
Ground,Point Cloud,3731.630575524643,-12333898.9358976,4636875.26283291,1404.7188310710044,0.07837033646143282,1,1,216
Ground,Point Cloud,3732.2722838316113,-12333899.113007236,4636876.083977581,1404.768743786121,0.06616311894407569,1,1,216
Ground,Point Cloud,3732.912728321273,-12333899.301387483,4636876.903512158,1404.7784043116274,0.07348744945448997,1,1,216
Ground,Point Cloud,3731.2516143550165,-12333899.306217745,4636874.778196547,1404.6592578303816,0.09008926527809567,1,1,216
Ground,Point Cloud,3730.920692858752,-12333899.217662929,4636874.354743514,1404.628666166278,0.08984512092774853,1,1,216
Ground,Point Cloud,3730.6010971232317,-12333899.129108112,4636873.945781267,1404.6093451152651,0.0742198825055314,1,1,216
Ground,Point Cloud,3730.2701810253784,-12333899.029282682,4636873.522328231,1404.5690929256552,0.08935683222705425,1,1,216
Ground,Point Cloud,3729.639798480086,-12333898.852173047,4636872.715674353,1404.4193547803056,0.08935683222705425,1,1,216
Ground,Point Cloud,3729.329011669848,-12333898.76361823,4636872.31798272,1404.3984236417086,0.06811627374685282,1,1,216
Ground,Point Cloud,3726.97826540377,-12333898.80870068,4636869.310339111,1404.25995610945,0.08545052262149996,1,1,216
Ground,Point Cloud,3727.3280631694943,-12333898.897255499,4636869.757943461,1404.2889376859694,0.08520637827115282,1,1,216
Ground,Point Cloud,3727.6388507508673,-12333898.98420023,4636870.155635095,1404.25995610945,0.08545052262149996,1,1,216
Ground,Point Cloud,3727.9584457147866,-12333899.074365135,4636870.56459734,1404.2390249708528,0.08325322346837567,1,1,216
Ground,Point Cloud,3728.299429155886,-12333899.174190564,4636871.000931075,1404.25995610945,0.08764782177462424,1,1,216
Ground,Point Cloud,3728.620283309836,-12333899.26274538,4636871.411503408,1404.2696166349565,0.08593881132219425,1,1,216
Ground,Point Cloud,3727.2888933466747,-12333899.228933543,4636869.7080307435,1404.2293644453466,0.0874036774242771,1,1,216
Ground,Point Cloud,3726.9793649548665,-12333899.140378725,4636869.3119492,1404.2293644453466,0.08154421301594568,1,1,216
Ground,Point Cloud,3726.668578145094,-12333899.051823907,4636868.9142575655,1404.2390249708528,0.0822766460669871,1,1,216
Ground,Point Cloud,3726.3477239911444,-12333898.96326909,4636868.503685231,1404.21970391984,0.0878919661249714,1,1,216
Ground,Point Cloud,3726.0281282565556,-12333898.874714274,4636868.094722984,1404.198772781243,0.0878919661249714,1,1,216
Ground,Point Cloud,3725.6871455861256,-12333898.773278754,4636867.65838925,1404.198772781243,0.07934691386282139,1,1,216
Ground,Point Cloud,3723.9568001255393,-12333898.81675112,4636865.444518819,1404.728491596511,0.06518654154268712,1,1,216
Ground,Point Cloud,3724.28646320384,-12333898.905305937,4636865.866361767,1404.6190056407718,0.07641718165865569,1,1,216
Ground,Point Cloud,3724.5959915965796,-12333898.993860753,4636866.262443313,1404.4789280209286,0.0878919661249714,1,1,216
Ground,Point Cloud,3724.926906923298,-12333899.095296271,4636866.68589635,1404.3984236417086,0.08032349126420997,1,1,216
Ground,Point Cloud,3725.5975534436293,-12333899.28367652,4636867.544073032,1404.1891122557363,0.07812619211108568,1,1,216
Unclassified,Point Cloud,3724.287538076751,-12333899.288506784,4636865.867971855,1404.6093451152651,0.07031357289997711,1,1,216
Ground,Point Cloud,3723.946555406321,-12333899.187071266,4636865.431638121,1404.6995100199915,0.0673838406958114,1,1,216
Ground,Point Cloud,3763.556649689097,-12333898.911746288,4636916.1107549295,1406.8457567699988,0.0776379034103914,1,1,216
Ground,Point Cloud,3755.7846328602172,-12333898.969709441,4636906.166854005,1406.8650778210117,0.0856946669718471,1,1,216
Ground,Point Cloud,3753.4539040583186,-12333899.259525206,4636903.184971798,1406.7491515149347,0.08032349126420997,1,1,216
Unclassified,Point Cloud,3750.6401679674163,-12333899.079195395,4636899.584815959,1406.6976287122338,0.07324330510414283,1,1,216
Ground,Point Cloud,3745.606477783527,-12333899.117837498,4636893.144465624,1406.1888410355632,0.07153429465171282,1,1,216
Ground,Point Cloud,3743.1046966891736,-12333899.214442754,4636889.943611506,1405.995630525435,0.07397573815518425,1,1,216
Ground,Point Cloud,3735.342935376335,-12333898.879544536,4636880.012591285,1405.0360183251314,0.0673838406958114,1,1,216
Ground,Point Cloud,3732.5994239049032,-12333899.214442754,4636876.5026003495,1404.7655236109522,0.06250095368886854,1,1,216
Ground,Point Cloud,3729.9468084932305,-12333898.943948038,4636873.108535723,1404.507909597448,0.10351720454718853,1,1,216
Ground,Point Cloud,3727.6160395899788,-12333899.31748836,4636870.126653517,1404.198772781243,0.07568474860761425,1,1,216
Ground,Point Cloud,3725.275447041262,-12333899.182241002,4636867.131890611,1404.2953780363068,0.08056763561455711,1,1,216
Ground,Point Cloud,3731.950171260163,-12333899.02445242,4636875.6717951605,1404.7494227351083,0.07177843900205996,1,1,216
Ground,Point Cloud,1866.526557453908,-12332217.34271349,4636968.966710146,1373.0467981982433,0.06933699549858854,1,1,216
Ground,Point Cloud,1869.0804996551014,-12332217.709813459,4636965.701452527,1373.0789999499311,0.06713969634546425,1,1,216
Ground,Point Cloud,1871.8680822919123,-12332217.5488047,4636962.133498438,1373.1369631029697,0.07519645990691996,1,1,216
Ground,Point Cloud,1874.4399091405794,-12332217.5101626,4636958.842479416,1373.2078069566833,0.0856946669718471,1,1,216
Ground,Point Cloud,1876.9805007646792,-12332217.284750335,4636955.590102496,1373.3237332627602,0.10327306019684138,1,1,216
Ground,Point Cloud,1879.5636436133645,-12332217.471520495,4636952.286202772,1373.3366139634354,0.08007934691386283,1,1,216
Ground,Point Cloud,1881.8936198814772,-12332217.387795942,4636949.304320565,1373.3237332627602,0.0908216983291371,1,1,216
Ground,Point Cloud,1884.4779049502686,-12332217.780657312,4636946.000420844,1373.29797186141,0.07055771725032425,1,1,216
Ground,Point Cloud,1887.0894631724805,-12332217.645409955,4636942.657879018,1373.3172929124225,0.08252079041733425,1,1,216
Ground,Point Cloud,1889.7816620506346,-12332217.52948365,4636939.212291589,1373.394577116474,0.0908216983291371,1,1,216
Ground,Point Cloud,1892.32432394661,-12332217.677611707,4636935.9599146675,1373.536264823901,0.08374151216906996,1,1,216
Ground,Point Cloud,1897.297986021731,-12332217.806418713,4636929.596848533,1373.999970048209,0.09033340962844282,1,1,216
Ground,Point Cloud,1900.1056663575582,-12332217.638969604,4636926.003133045,1374.0064103985464,0.09033340962844282,1,1,216
Ground,Point Cloud,1902.5263142841868,-12332217.56812575,4636922.9053245345,1373.8776033917943,0.08667124437323567,1,1,216
Ground,Point Cloud,1866.8544212486595,-12332217.241277972,4636968.546477287,1373.0596788989183,0.07226672770275426,1,1,216
Ground,Point Cloud,1866.1847716383636,-12332217.42965822,4636969.404653972,1373.0387477603213,0.0673838406958114,1,1,216
Ground,Point Cloud,1865.8341863872483,-12332217.518213036,4636969.853868409,1373.0484082858277,0.06420996414129854,1,1,216
Ground,Point Cloud,1865.4949886351824,-12332217.618038466,4636970.2885920545,1373.0290872348148,0.06958113984893569,1,1,216
Ground,Point Cloud,1866.716378737241,-12332217.762946349,4636968.726807099,1373.0596788989183,0.08496223392080568,1,1,216
Ground,Point Cloud,1867.0568972923793,-12332217.67439153,4636968.290473364,1373.0596788989183,0.0690928511482414,1,1,216
Ground,Point Cloud,1867.4162284377962,-12332217.574566102,4636967.829988316,1373.0596788989183,0.07519645990691996,1,1,216
Ground,Point Cloud,1867.7755506592803,-12332217.473130584,4636967.369503265,1373.0596788989183,0.07495231555657282,1,1,216
Ground,Point Cloud,1868.124877574388,-12332217.384575766,4636966.921898917,1373.0789999499311,0.07129015030136568,1,1,216
Ground,Point Cloud,1868.4452627343126,-12332217.29602095,4636966.511326581,1373.0789999499311,0.06860456244754712,1,1,216
Ground,Point Cloud,1868.7656478951685,-12332217.207466131,4636966.100754248,1373.0886604754378,0.0720225833524071,1,1,216
Ground,Point Cloud,1870.7666537323967,-12332217.252548585,4636963.54071499,1373.0999310885286,0.07446402685587854,1,1,216
Ground,Point Cloud,1870.406073173508,-12332217.353984103,4636964.002810127,1373.0886604754378,0.06494239719233998,1,1,216
Ground,Point Cloud,1870.0567462593317,-12332217.442538919,4636964.450414471,1373.0886604754378,0.06860456244754712,1,1,216
Ground,Point Cloud,1869.7262854776345,-12332217.52948365,4636964.873867509,1373.0886604754378,0.06811627374685282,1,1,216
Ground,Point Cloud,1869.4071586537175,-12332217.618038466,4636965.282829757,1373.0789999499311,0.08520637827115282,1,1,216
Ground,Point Cloud,1871.159424232319,-12332217.737184947,4636963.041587836,1373.1192521395415,0.0720225833524071,1,1,216
Ground,Point Cloud,1871.528822073713,-12332217.637359517,4636962.56822209,1373.1289126650477,0.07934691386282139,1,1,216
Ground,Point Cloud,1872.2174092051573,-12332217.460249882,4636961.685894093,1373.138573190554,0.08520637827115282,1,1,216
Ground,Point Cloud,1872.5478699868545,-12332217.373305153,4636961.262441056,1373.1498438036451,0.07299916075379569,1,1,216
Ground,Point Cloud,1872.8971255123615,-12332217.271869635,4636960.814836709,1373.1595043291513,0.07470817120622568,1,1,216
Ground,Point Cloud,1875.0995366727002,-12332217.329832789,4636957.997183436,1373.219077569774,0.07495231555657282,1,1,216
Ground,Point Cloud,1874.7690848144703,-12332217.418387605,4636958.420636471,1373.2287380952807,0.07446402685587854,1,1,216
Ground,Point Cloud,1874.0993638164364,-12332217.593887152,4636959.278813152,1373.1997565187612,0.08520637827115282,1,1,216
Ground,Point Cloud,1873.770170295611,-12332217.68244197,4636959.7006561,1373.1884859056706,0.07666132600900283,1,1,216
Ground,Point Cloud,1873.4297142066061,-12332217.7822674,4636960.136989835,1373.1788253801642,0.07446402685587854,1,1,216
Ground,Point Cloud,1874.9814847782254,-12332217.825739764,4636958.151751842,1373.238398620787,0.08593881132219425,1,1,216
Ground,Point Cloud,1875.3220033324324,-12332217.737184947,4636957.715418108,1373.238398620787,0.0776379034103914,1,1,216
Ground,Point Cloud,1875.6310723829083,-12332217.650240218,4636957.319336564,1373.2593297593844,0.08862439917601282,1,1,216
Ground,Point Cloud,1875.9803992975503,-12332217.5616854,4636956.8717322145,1373.2689902848906,0.0925307087815671,1,1,216
Ground,Point Cloud,1876.320846463088,-12332217.460249882,4636956.435398477,1373.2689902848906,0.08764782177462424,1,1,216
Ground,Point Cloud,1876.670173376333,-12332217.371695066,4636955.98779413,1373.2995819489943,0.0908216983291371,1,1,216
Unclassified,Point Cloud,1878.6012657098472,-12332217.289580598,4636953.516309692,1373.5684665755894,0.09008926527809567,1,1,216
Ground,Point Cloud,1878.2520012604073,-12332217.38940603,4636953.963914038,1373.49923280946,0.09130998702983138,1,1,216
Ground,Point Cloud,1877.9114827062003,-12332217.477960847,4636954.400247771,1373.4396595688372,0.08691538872358281,1,1,216
Ground,Point Cloud,1877.562227181159,-12332217.579396363,4636954.847852122,1373.3897468537207,0.09228656443121996,1,1,216
Ground,Point Cloud,1877.221699703019,-12332217.666341092,4636955.284185857,1373.359155189617,0.09179827573052568,1,1,216
Ground,Point Cloud,1876.892515105661,-12332217.756505998,4636955.706028804,1373.3285635255136,0.08715953307392996,1,1,216
Ground,Point Cloud,1876.5519876289181,-12332217.843450729,4636956.142362539,1373.3189030000071,0.0891126878767071,1,1,216
Unclassified,Point Cloud,1878.2430766732432,-12332217.82251959,4636953.978404825,1373.53948499907,0.0891126878767071,1,1,216
Unclassified,Point Cloud,1878.5722791170701,-12332217.73557486,4636953.556561875,1373.61998937829,0.09375143053330282,1,1,216
Unclassified,Point Cloud,1878.9127976717427,-12332217.647020042,4636953.1202281425,1373.5491455245765,0.10571450370031281,1,1,216
Ground,Point Cloud,1879.2331828316674,-12332217.558465226,4636952.70965581,1373.41872843024,0.09448386358434424,1,1,216
Ground,Point Cloud,1879.9129616040736,-12332217.381355591,4636951.8385984255,1373.2689902848906,0.07837033646143282,1,1,216
Ground,Point Cloud,1881.5531013272703,-12332217.476350758,4636949.740654305,1373.3092424745007,0.07714961470969711,1,1,216
